Year,log_RGDP,FOR1,RES1,STD1,LCI1,UCI1,log_RPCE,FOR2,RES2,STD2,LCI2,UCI2,log_GPDI,FOR3,RES3,STD3,LCI3,UCI3,log_RFGCE,FOR4,RES4,STD4,LCI4,UCI4
01JAN1987,12.902818468,12.904069582,-0.001251114,0.0030100241,12.898170043,12.909969121,12.707391312,12.71195865,-0.004567338,0.002573468,12.706914746,12.717002555,11.940117867,11.930589127,0.0095287399,0.0138928944,11.903359554,11.9578187,12.310544629,12.312084689,-0.001540061,0.0034819476,12.305260197,12.318909181
01APR1987,12.907663909,12.903853682,0.0038102269,0.0030100241,12.897954143,12.909753221,12.713372923,12.711929789,0.0014431345,0.002573468,12.706885884,12.716973693,11.941809473,11.928319684,0.0134897893,0.0138928944,11.901090111,11.955549256,12.314478176,12.314229771,0.0002484049,0.0034819476,12.307405279,12.321054263
01JUL1987,12.911583701,12.911690616,-0.000106915,0.0030100241,12.905791077,12.917590154,12.718377112,12.716223514,0.002153598,0.002573468,12.71117961,12.721267419,11.94275192,11.957417011,-0.01466509,0.0138928944,11.930187438,11.984646583,12.315487528,12.316668127,-0.001180599,0.0034819476,12.309843635,12.323492618
01OCT1987,12.918695954,12.915733083,0.0029628714,0.0030100241,12.909833544,12.921632622,12.719289845,12.721110797,-0.001820953,0.002573468,12.716066893,12.726154702,11.976120618,11.958783908,0.0173367105,0.0138928944,11.931554335,11.986013481,12.320727727,12.316249821,0.004477906,0.0034819476,12.309425329,12.323074312
01JAN1988,12.921129598,12.91984847,0.0012811271,0.0030100241,12.913948932,12.925748009,12.726947152,12.722590736,0.0043564164,0.002573468,12.717546831,12.727634641,11.958372732,11.969226066,-0.010853333,0.0138928944,11.941996493,11.996455638,12.317770923,12.323029262,-0.005258339,0.0034819476,12.31620477,12.329853754
01APR1988,12.92683101,12.926083802,0.0007472079,0.0030100241,12.920184264,12.931983341,12.730119835,12.729932678,0.0001871572,0.002573468,12.724888773,12.734976582,11.970579306,11.979524001,-0.008944695,0.0138928944,11.952294428,12.006753574,12.319335123,12.317932592,0.0014025313,0.0034819476,12.3111081,12.324757084
01JUL1988,12.929332058,12.930477438,-0.00114538,0.0030100241,12.924577899,12.936376977,12.733814953,12.733308223,0.0005067294,0.002573468,12.728264319,12.738352128,11.974050903,11.979157146,-0.005106243,0.0138928944,11.951927573,12.006386718,12.319626484,12.321406479,-0.001779995,0.0034819476,12.314581988,12.328230971
01OCT1988,12.935048546,12.933311949,0.0017365969,0.0030100241,12.92741241,12.939211488,12.738756783,12.737226754,0.0015300286,0.002573468,12.732182849,12.742270659,11.983536082,11.979998877,0.0035372047,0.0138928944,11.952769304,12.00722845,12.327726652,12.321767805,0.0059588471,0.0034819476,12.314943313,12.328592296
01JAN1989,12.939404424,12.939822866,-0.000418442,0.0030100241,12.933923327,12.945722405,12.740757323,12.741498663,-0.00074134,0.002573468,12.736454759,12.746542568,12.002338881,12.001326979,0.001011902,0.0138928944,11.974097406,12.028556552,12.325761885,12.328512079,-0.002750194,0.0034819476,12.321687587,12.335336571
01APR1989,12.942806421,12.942111993,0.0006944272,0.0030100241,12.936212455,12.948011532,12.742795806,12.743055273,-0.000259467,0.002573468,12.738011369,12.748099178,12.000434077,12.009691688,-0.009257611,0.0138928944,11.982462116,12.036921261,12.332801903,12.327204527,0.0055973761,0.0034819476,12.320380035,12.334029019
01JUL1989,12.946034473,12.943461075,0.0025733987,0.0030100241,12.937561536,12.949360613,12.747093157,12.745679605,0.0014135519,0.002573468,12.7406357,12.750723509,11.998477303,11.993822538,0.0046547653,0.0138928944,11.966592965,12.021052111,12.336419705,12.333759849,0.0026598558,0.0034819476,12.326935357,12.340584341
01OCT1989,12.946953085,12.949071757,-0.002118672,0.0030100241,12.943172218,12.954971296,12.749001567,12.749395688,-0.000394121,0.002573468,12.744351784,12.754439593,11.998215732,12.006339507,-0.008123774,0.0138928944,11.979109934,12.03356908,12.338755217,12.339509109,-0.000753892,0.0034819476,12.332684618,12.346333601
01JAN1990,12.951682291,12.949220905,0.0024613859,0.0030100241,12.943321367,12.955120444,12.75271667,12.750915102,0.0018015679,0.002573468,12.745871198,12.755959007,12.004665233,12.000529332,0.004135901,0.0138928944,11.97329976,12.027758905,12.345530558,12.341390681,0.0041398771,0.0034819476,12.334566189,12.348215173
01APR1990,12.953358545,12.954375002,-0.001016457,0.0030100241,12.948475463,12.960274541,12.754072991,12.755832477,-0.001759485,0.002573468,12.750788572,12.760876381,12.006380459,12.005560467,0.000819992,0.0138928944,11.978330894,12.032790039,12.346587665,12.349254154,-0.002666489,0.0034819476,12.342429662,12.356078646
01JUL1990,12.953464909,12.955428265,-0.001963356,0.0030100241,12.949528726,12.961327804,12.755821518,12.756482012,-0.000660494,0.002573468,12.751438107,12.761525916,12.0003039,12.009169113,-0.008865213,0.0138928944,11.98193954,12.036398686,12.346333411,12.348598646,-0.002265235,0.0034819476,12.341774155,12.355423138
01OCT1990,12.949750955,12.954853527,-0.005102571,0.0030100241,12.948953988,12.960753066,12.752524757,12.758634776,-0.006110019,0.002573468,12.753590871,12.763678681,11.976625052,11.99798509,-0.021360038,0.0138928944,11.970755517,12.025214662,12.350286793,12.348043538,0.0022432553,0.0034819476,12.341219046,12.354868029
01JAN1991,12.947708133,12.949140704,-0.001432571,0.0030100241,12.943241165,12.955040243,12.751024921,12.753442387,-0.002417466,0.002573468,12.748398483,12.758486292,11.965953889,11.958813607,0.0071402824,0.0138928944,11.931584034,11.986043179,12.35241408,12.353107567,-0.000693487,0.0034819476,12.346283075,12.359932059
01APR1991,12.951065392,12.94707569,0.003989702,0.0030100241,12.941176151,12.952975229,12.754654069,12.751921227,0.0027328422,0.002573468,12.746877323,12.756965132,11.966892296,11.955894631,0.0109976653,0.0138928944,11.928665058,11.983124203,12.353954679,12.354065781,-0.000111101,0.0034819476,12.347241289,12.360890273
01JUL1991,12.953145739,12.952602079,0.0005436595,0.0030100241,12.94670254,12.958501618,12.756757785,12.755190183,0.0015676018,0.002573468,12.750146279,12.760234088,11.976579219,11.977035306,-0.000456088,0.0138928944,11.949805733,12.004264879,12.352336906,12.35521141,-0.002874503,0.0034819476,12.348386918,12.362035902
01OCT1991,12.95503317,12.955650899,-0.000617728,0.0030100241,12.94975136,12.961550437,12.756643714,12.759328738,-0.002685024,0.002573468,12.754284833,12.764372642,11.990693961,11.98454197,0.006151991,0.0138928944,11.957312397,12.011771542,12.350693717,12.353384009,-0.002690292,0.0034819476,12.346559517,12.360208501
01JAN1992,12.960137675,12.955799696,0.004337979,0.0030100241,12.949900157,12.961699235,12.764721461,12.759088712,0.0056327486,0.002573468,12.754044808,12.764132617,11.980821167,11.987078524,-0.006257357,0.0138928944,11.959848951,12.014308096,12.354050786,12.350500691,0.0035500943,0.0034819476,12.343676199,12.357325183
01APR1992,12.964895752,12.964569151,0.0003266007,0.0030100241,12.958669613,12.97046869,12.767690054,12.767846925,-0.000156871,0.002573468,12.762803021,12.77289083,12.005652315,12.000012599,0.0056397161,0.0138928944,11.972783026,12.027242172,12.353493073,12.354131264,-0.000638191,0.0034819476,12.347306772,12.360955756
01JUL1992,12.969098929,12.969054939,0.0000439907,0.0030100241,12.9631554,12.974954478,12.772365721,12.770895071,0.0014706499,0.002573468,12.765851166,12.775938976,12.010384771,12.02112043,-0.010735658,0.0138928944,11.993890857,12.048350002,12.355719639,12.354563141,0.0011564971,0.0034819476,12.34773865,12.361387633
01OCT1992,12.97342806,12.97242836,0.0009996995,0.0030100241,12.966528821,12.978327899,12.777506569,12.776022675,0.0014838939,0.002573468,12.77097877,12.781066579,12.024485668,12.015680968,0.0088046999,0.0138928944,11.988451395,12.04291054,12.354780499,12.355754516,-0.000974017,0.0034819476,12.348930024,12.362579008
01JAN1993,12.974239886,12.978938871,-0.004698986,0.0030100241,12.973039333,12.98483841,12.779148981,12.781403051,-0.00225407,0.002573468,12.776359147,12.786446956,12.034989216,12.046662236,-0.011673019,0.0138928944,12.019432663,12.073891809,12.34982127,12.356595919,-0.006774649,0.0034819476,12.349771427,12.36342041
01APR1993,12.976812918,12.977118288,-0.000305369,0.0030100241,12.971218749,12.983017827,12.783031258,12.782292404,0.000738854,0.002573468,12.777248499,12.787336308,12.039215766,12.040649605,-0.001433839,0.0138928944,12.013420032,12.067879178,12.350306179,12.350679036,-0.000372857,0.0034819476,12.343854544,12.357503528
01JUL1993,12.978924254,12.980442088,-0.001517834,0.0030100241,12.97454255,12.986341627,12.787800409,12.786916603,0.0008838055,0.002573468,12.781872699,12.791960508,12.039770927,12.048399311,-0.008628384,0.0138928944,12.021169738,12.075628884,12.35123569,12.351194748,0.0000409418,0.0034819476,12.344370256,12.35801924
01OCT1993,12.984684801,12.983647003,0.0010377982,0.0030100241,12.977747464,12.989546542,12.7916275,12.791334065,0.0002934346,0.002573468,12.786290161,12.79637797,12.061829307,12.057468297,0.0043610099,0.0138928944,12.030238725,12.08469787,12.352182518,12.351879614,0.0003029038,0.0034819476,12.345055122,12.358704106
01JAN1994,12.988924431,12.98807662,0.0008478111,0.0030100241,12.982177081,12.993976159,12.796581271,12.795432586,0.0011486849,0.002573468,12.790388681,12.80047649,12.079940597,12.072221318,0.0077192789,0.0138928944,12.044991746,12.099450891,12.346763599,12.352029216,-0.005265616,0.0034819476,12.345204724,12.358853708
01APR1994,12.99481848,12.993310457,0.0015080232,0.0030100241,12.987410918,12.999209996,12.799932992,12.800814193,-0.000881201,0.002573468,12.795770288,12.805858097,12.102124856,12.098065807,0.0040590492,0.0138928944,12.070836234,12.125295379,12.349296959,12.346668154,0.0026288046,0.0034819476,12.339843662,12.353492646
01JUL1994,12.997373277,12.997815973,-0.000442696,0.0030100241,12.991916434,13.003715511,12.803286369,12.803735084,-0.000448715,0.002573468,12.798691179,12.808778988,12.097465554,12.110329342,-0.012863788,0.0138928944,12.08309977,12.137558915,12.356542112,12.34933707,0.0072050424,0.0034819476,12.342512578,12.356161561
01OCT1994,13.002274082,13.000150596,0.0021234854,0.0030100241,12.994251058,13.006050135,12.807933963,12.806346513,0.0015874494,0.002573468,12.801302609,12.811390418,12.116342039,12.100943418,0.015398621,0.0138928944,12.073713845,12.128172991,12.352606954,12.357039617,-0.004432663,0.0034819476,12.350215125,12.363864109
01JAN1995,13.003757715,13.005705094,-0.001947379,0.0030100241,12.999805555,13.011604633,12.809081391,12.810663125,-0.001581734,0.002573468,12.80561922,12.815707029,12.122969094,12.132705587,-0.009736492,0.0138928944,12.105476014,12.159935159,12.353493073,12.352936642,0.0005564311,0.0034819476,12.34611215,12.359761134
01APR1995,13.005270624,13.005496815,-0.000226191,0.0030100241,12.999597276,13.011396354,12.812960124,12.811887638,0.0010724864,0.002573468,12.806843733,12.816931542,12.115210977,12.121184971,-0.005973994,0.0138928944,12.093955398,12.148414543,12.355757928,12.355953503,-0.000195576,0.0034819476,12.349129011,12.362777995
01JUL1995,13.008974696,13.008653839,0.0003208563,0.0030100241,13.002754301,13.014553378,12.8169237,12.81647123,0.0004524702,0.002573468,12.811427325,12.821515134,12.115011071,12.121169637,-0.006158566,0.0138928944,12.093940065,12.14839921,12.354569392,12.357263486,-0.002694093,0.0034819476,12.350438994,12.364087977
01OCT1995,13.012043808,13.012303719,-0.000259912,0.0030100241,13.00640418,13.018203258,12.819964866,12.819315655,0.0006492104,0.002573468,12.814271751,12.82435956,12.12567641,12.12723316,-0.001556749,0.0138928944,12.100003587,12.154462733,12.350654979,12.354952313,-0.004297334,0.0034819476,12.348127821,12.361776805
01JAN1996,13.014885797,13.01545143,-0.000565633,0.0030100241,13.009551891,13.021350969,12.823976051,12.823673333,0.0003027182,0.002573468,12.818629429,12.828717238,12.132003393,12.134667902,-0.002664509,0.0138928944,12.107438329,12.161897474,12.351564415,12.351273736,0.0002906791,0.0034819476,12.344449244,12.358098228
01APR1996,13.022403624,13.019353869,0.0030497558,0.0030100241,13.01345433,13.025253407,12.82866634,12.827266154,0.0014001864,0.002573468,12.822222249,12.832310058,12.151859956,12.146471683,0.0053882728,0.0138928944,12.11924211,12.173701255,12.358467864,12.352047513,0.0064203512,0.0034819476,12.345223021,12.358872005
01JUL1996,13.026402507,13.026508934,-0.000106426,0.0030100241,13.020609395,13.032408472,12.83127453,12.831494045,-0.000219515,0.002573468,12.82645014,12.836537949,12.168615322,12.166423635,0.002191687,0.0138928944,12.139194063,12.193653208,12.358924215,12.358898008,0.0000262071,0.0034819476,12.352073516,12.3657225
01OCT1996,13.030967886,13.028986587,0.0019812999,0.0030100241,13.023087048,13.034886125,12.834674974,12.834133161,0.0005418132,0.002573468,12.829089257,12.839177066,12.170261715,12.177511077,-0.007249361,0.0138928944,12.150281504,12.20474065,12.362086453,12.35864446,0.0034419928,0.0034819476,12.351819968,12.365468952
01JAN1997,13.034263384,13.032329665,0.0019337184,0.0030100241,13.026430126,13.038229204,12.839232863,12.837404436,0.0018284262,0.002573468,12.832360532,12.842448341,12.182414652,12.169491159,0.0129234936,0.0138928944,12.142261586,12.196720732,12.361973237,12.362774014,-0.000800776,0.0034819476,12.355949522,12.369598506
01APR1997,13.040768432,13.03818283,0.0025856023,0.0030100241,13.032283291,13.044082369,12.841196736,12.842481746,-0.00128501,0.002573468,12.837437841,12.84752565,12.201369809,12.195188992,0.0061808173,0.0138928944,12.167959419,12.222418565,12.366478992,12.365578811,0.0009001804,0.0034819476,12.358754319,12.372403303
01JUL1997,13.04626098,13.042103575,0.0041574054,0.0030100241,13.036204036,13.048003114,12.848564727,12.842918704,0.0056460233,0.002573468,12.837874799,12.847962608,12.210933535,12.200190226,0.0107433098,0.0138928944,12.172960653,12.227419798,12.367169489,12.367476572,-0.000307083,0.0034819476,12.36065208,12.374301064
01OCT1997,13.049617235,13.051230876,-0.001613641,0.0030100241,13.045331337,13.057130415,12.853692129,12.85268246,0.0010096694,0.002573468,12.847638555,12.857726364,12.216245098,12.231807081,-0.015561983,0.0138928944,12.204577508,12.259036654,12.367821652,12.36843194,-0.000610288,0.0034819476,12.361607448,12.375256432
01JAN1998,13.053892463,13.054289267,-0.000396805,0.0030100241,13.048389729,13.060188806,12.858152057,12.85697783,0.0011742269,0.002573468,12.851933925,12.862021734,12.233579857,12.231649561,0.0019302958,0.0138928944,12.204419988,12.258879134,12.365300749,12.369528948,-0.004228199,0.0034819476,12.362704456,12.37635344
01APR1998,13.058084225,13.058721595,-0.00063737,0.0030100241,13.052822056,13.064621134,12.865755224,12.862708244,0.0030469801,0.002573468,12.857664339,12.867752149,12.229118455,12.244071837,-0.014953381,0.0138928944,12.216842264,12.27130141,12.37401474,12.368044077,0.0059706634,0.0034819476,12.361219585,12.374868569
01JUL1998,13.063731061,13.06431089,-0.000579828,0.0030100241,13.058411351,13.070210428,12.871426979,12.870797321,0.0006296577,0.002573468,12.865753416,12.875841226,12.240499327,12.247934866,-0.00743554,0.0138928944,12.220705293,12.275164439,12.37796157,12.37623971,0.0017218599,0.0034819476,12.369415218,12.383064202
01OCT1998,13.070802291,13.069506852,0.0012954394,0.0030100241,13.063607313,13.07540639,12.877762841,12.876050719,0.0017121215,0.002573468,12.871006815,12.881094624,12.253919261,12.257165755,-0.003246495,0.0138928944,12.229936182,12.284395328,12.381908906,12.380098662,0.0018102441,0.0034819476,12.37327417,12.386923154
01JAN1999,13.074256762,13.07527605,-0.001019289,0.0030100241,13.069376511,13.081175589,12.881880873,12.882947493,-0.00106662,0.002573468,12.877903588,12.887991397,12.267312558,12.264113059,0.0031994986,0.0138928944,12.236883487,12.291342632,12.383474257,12.383982022,-0.000507765,0.0034819476,12.37715753,12.390806514
01APR1999,13.077821951,13.079075803,-0.001253852,0.0030100241,13.073176264,13.084975342,12.88826376,12.886779947,0.0014838128,0.002573468,12.881736043,12.891823852,12.266184642,12.278467682,-0.01228304,0.0138928944,12.251238109,12.305697255,12.385909995,12.387212998,-0.001303003,0.0034819476,12.380388506,12.394037489
01JUL1999,13.083255303,13.082896624,0.0003586787,0.0030100241,13.076997085,13.088796163,12.893167876,12.89249804,0.0006698359,0.002573468,12.887454135,12.897541944,12.276668562,12.279042042,-0.00237348,0.0138928944,12.251812469,12.306271615,12.390988067,12.388823033,0.0021650341,0.0034819476,12.381998541,12.395647524
01OCT1999,13.090727021,13.088093591,0.0026334302,0.0030100241,13.082194052,13.09399313,12.89949767,12.897615751,0.0018819185,0.002573468,12.892571847,12.902659656,12.289900962,12.287557563,0.0023433988,0.0138928944,12.26032799,12.314787136,12.397366361,12.394648893,0.0027174686,0.0034819476,12.387824401,12.401473385
01JAN2000,13.091986846,13.095045756,-0.00305891,0.0030100241,13.089146217,13.100945295,12.906060153,12.90419607,0.001864083,0.002573468,12.899152166,12.909239975,12.289120518,12.299977848,-0.01085733,0.0138928944,12.272748275,12.327207421,12.393785719,12.399368101,-0.005582381,0.0034819476,12.392543609,12.406192593
01APR2000,13.10011196,13.098597697,0.0015142622,0.0030100241,13.092698159,13.104497236,12.910208051,12.910956388,-0.000748337,0.002573468,12.905912484,12.916000293,12.316347829,12.312839913,0.003507916,0.0138928944,12.28561034,12.340069485,12.399050382,12.396334489,0.0027158925,0.0034819476,12.389509997,12.403158981
01JUL2000,13.100635866,13.103963123,-0.003327256,0.0030100241,13.098063584,13.109862661,12.914411919,12.914635084,-0.000223165,0.002573468,12.90959118,12.919678989,12.312980862,12.31985643,-0.006875568,0.0138928944,12.292626857,12.347086002,12.39814842,12.402875469,-0.004727049,0.0034819476,12.396050977,12.409699961
01OCT2000,13.103095278,13.105739013,-0.002643735,0.0030100241,13.099839474,13.111638551,12.91826106,12.918990672,-0.000729612,0.002573468,12.913946767,12.924034576,12.314204406,12.326716732,-0.012512326,0.0138928944,12.299487159,12.353946304,12.399500661,12.400318014,-0.000817353,0.0034819476,12.393493522,12.407142506
01JAN2001,13.101860443,13.10669253,-0.004832087,0.0030100241,13.100792991,13.112592069,12.920092006,12.922024288,-0.001932282,0.002573468,12.916980384,12.927068193,12.293914741,12.323387258,-0.029472517,0.0138928944,12.296157686,12.350616831,12.40590957,12.400254692,0.0056548782,0.0034819476,12.3934302,12.407079184
01APR2001,13.104155801,13.104914639,-0.000758838,0.0030100241,13.0990151,13.110814178,12.921207708,12.923538695,-0.002330987,0.002573468,12.91849479,12.9285826,12.29380436,12.290802557,0.0030018026,0.0138928944,12.263572985,12.31803213,12.4143716,12.409875639,0.0044959619,0.0034819476,12.403051147,12.41670013
01JUL2001,13.102780043,13.105785464,-0.003005421,0.0030100241,13.099885925,13.111685003,12.922787718,12.924196841,-0.001409123,0.002573468,12.919152937,12.929240746,12.287196878,12.289645687,-0.002448808,0.0138928944,12.262416114,12.31687526,12.414070414,12.41654622,-0.002475806,0.0034819476,12.409721728,12.423370712
01OCT2001,13.103984924,13.10484064,-0.000855716,0.0030100241,13.098941101,13.110740179,12.929372939,12.925068279,0.0043046597,0.002573468,12.920024375,12.930112184,12.265454636,12.290818353,-0.025363717,0.0138928944,12.26358878,12.318047926,12.420351882,12.417051296,0.0033005859,0.0034819476,12.410226804,12.423875788
01JAN2002,13.107965934,13.108278175,-0.000312241,0.0030100241,13.102378636,13.114177713,12.93067401,12.933485114,-0.002811105,0.002573468,12.92844121,12.938529019,12.281033367,12.27409787,0.0069354975,0.0138928944,12.246868297,12.301327442,12.426722664,12.424471669,0.0022509954,0.0034819476,12.417647177,12.431296161
01APR2002,13.110353983,13.111025982,-0.000671999,0.0030100241,13.105126443,13.116925521,12.932884527,12.934601742,-0.001717215,0.002573468,12.929557837,12.939645646,12.284566077,12.279559263,0.0050068143,0.0138928944,12.25232969,12.306788836,12.430864843,12.43174698,-0.000882136,0.0034819476,12.424922488,12.438571471
01JUL2002,13.112464235,13.111927546,0.0005366895,0.0030100241,13.106028007,13.117827084,12.935910136,12.936580948,-0.000670812,0.002573468,12.931537044,12.941624853,12.285084503,12.28201878,0.0030657233,0.0138928944,12.254789207,12.309248353,12.434217494,12.431908959,0.0023085355,0.0034819476,12.425084467,12.438733451
01OCT2002,13.112739022,13.114926111,-0.002187089,0.0030100241,13.109026572,13.12082565,12.938239445,12.938918307,-0.000678863,0.002573468,12.933874403,12.943962212,12.287017501,12.290691463,-0.003673962,0.0138928944,12.263461891,12.317921036,12.437290665,12.437245201,0.0000454638,0.0034819476,12.430420709,12.444069693
01JAN2003,13.11498441,13.114969522,0.0000148884,0.0030100241,13.109069983,13.120869061,12.940142791,12.941336102,-0.001193311,0.002573468,12.936292198,12.946380007,12.292300385,12.286517185,0.0057832002,0.0138928944,12.259287612,12.313746757,12.435892123,12.441705745,-0.005813622,0.0034819476,12.434881254,12.448530237
01APR2003,13.118995102,13.116732207,0.0022628951,0.0030100241,13.110832668,13.122631746,12.94495126,12.942831867,0.0021193925,0.002573468,12.937787963,12.947875772,12.294576439,12.292296468,0.0022799715,0.0138928944,12.265066895,12.31952604,12.44266787,12.438007607,0.0046602635,0.0034819476,12.431183115,12.444832099
01JUL2003,13.126209359,13.122003895,0.004205464,0.0030100241,13.116104356,13.127903434,12.951308371,12.949222802,0.0020855689,0.002573468,12.944178897,12.954266706,12.311393565,12.300679118,0.0107144469,0.0138928944,12.273449545,12.327908691,12.44266787,12.445042622,-0.002374751,0.0034819476,12.43821813,12.451867113
01OCT2003,13.131256066,13.13051608,0.0007399865,0.0030100241,13.124616541,13.136415619,12.954666945,12.954811111,-0.000144166,0.002573468,12.949767207,12.959855016,12.328950132,12.328548119,0.0004020133,0.0138928944,12.301318546,12.355777692,12.445027875,12.443541766,0.0014861087,0.0034819476,12.436717274,12.450366258
01JAN2004,13.133746426,13.134509967,-0.000763541,0.0030100241,13.128610428,13.140409506,12.95886955,12.958716274,0.0001532757,0.002573468,12.953672369,12.963760178,12.333487578,12.335521718,-0.00203414,0.0138928944,12.308292146,12.362751291,12.446210858,12.446120947,0.0000899103,0.0034819476,12.439296455,12.452945439
01APR2004,13.136917065,13.137749571,-0.000832507,0.0030100241,13.131850033,13.14364911,12.961682067,12.962672285,-0.000990219,0.002573468,12.957628381,12.96771619,12.354012346,12.342390442,0.011621904,0.0138928944,12.315160869,12.369620014,12.448690864,12.448331396,0.0003594688,0.0034819476,12.441506904,12.455155887
01JUL2004,13.140847301,13.140399504,0.0004477976,0.0030100241,13.134499965,13.146299043,12.965812953,12.964612151,0.0012008018,0.002573468,12.959568247,12.969656056,12.363856319,12.364311962,-0.000455642,0.0138928944,12.337082389,12.391541534,12.450356899,12.451599519,-0.00124262,0.0034819476,12.444775027,12.45842401
01OCT2004,13.14458666,13.143661711,0.0009249498,0.0030100241,13.137762172,13.149561249,12.970244568,12.969079952,0.001164616,0.002573468,12.964036047,12.974123856,12.376722914,12.370432597,0.0062903165,0.0138928944,12.343203025,12.39766217,12.448428035,12.452103207,-0.003675172,0.0034819476,12.445278715,12.458927699
01JAN2005,13.149191391,13.148036929,0.0011544618,0.0030100241,13.14213739,13.153936468,12.9735527,12.974599619,-0.001046919,0.002573468,12.969555714,12.979643523,12.393610296,12.388693141,0.0049171551,0.0138928944,12.361463568,12.415922714,12.449339526,12.449517607,-0.000178081,0.0034819476,12.442693115,12.456342099
01APR2005,13.151452594,13.15162894,-0.000176346,0.0030100241,13.145729401,13.157528479,12.978249012,12.977380268,0.0008687443,0.002573468,12.972336363,12.982424172,12.39260903,12.397062163,-0.004453133,0.0138928944,12.369832591,12.424291736,12.45007967,12.450561541,-0.000481871,0.0034819476,12.443737049,12.457386033
01JUL2005,13.15508693,13.155552517,-0.000465587,0.0030100241,13.149652978,13.161452056,12.981601179,12.982037851,-0.000436672,0.002573468,12.976993946,12.987081755,12.402639613,12.404940967,-0.002301354,0.0138928944,12.377711395,12.43217054,12.453471234,12.450764983,0.0027062509,0.0034819476,12.443940491,12.457589475
01OCT2005,13.157559512,13.158475807,-0.000916295,0.0030100241,13.152576268,13.164375345,12.983233757,12.984983731,-0.001749975,0.002573468,12.979939827,12.990027636,12.421027776,12.410837749,0.0101900265,0.0138928944,12.383608176,12.438067322,12.451893845,12.454822793,-0.002928948,0.0034819476,12.447998301,12.461647285
01JAN2006,13.162746569,13.159989481,0.0027570883,0.0030100241,13.154089942,13.165889019,12.988077131,12.986288839,0.0017882924,0.002573468,12.981244934,12.991332743,12.431315507,12.425761279,0.0055542272,0.0138928944,12.398531707,12.452990852,12.455377877,12.45342624,0.0019516372,0.0034819476,12.446601748,12.460250732
01APR2006,13.164043385,13.165505588,-0.001462202,0.0030100241,13.159606049,13.171405126,12.990383259,12.991428399,-0.00104514,0.002573468,12.986384495,12.996472304,12.430880946,12.440638996,-0.00975805,0.0138928944,12.413409424,12.467868569,12.456988177,12.456069496,0.0009186816,0.0034819476,12.449245004,12.462893988
01JUL2006,13.164430189,13.16667304,-0.002242851,0.0030100241,13.160773501,13.172572578,12.992911233,12.993488614,-0.000577381,0.002573468,12.988444709,12.998532518,12.42884723,12.435524231,-0.006677,0.0138928944,12.408294658,12.462753803,12.457942421,12.458478861,-0.000536439,0.0034819476,12.451654369,12.465303353
01OCT2006,13.167816339,13.166654873,0.0011614663,0.0030100241,13.160755334,13.172554411,12.997316472,12.996200611,0.0011158612,0.002573468,12.991156706,13.001244516,12.421867056,12.429549847,-0.007682792,0.0138928944,12.402320275,12.45677942,12.460762574,12.459433516,0.0013290583,0.0034819476,12.452609024,12.466258008
01JAN2007,13.168084796,13.171169327,-0.003084531,0.0030100241,13.165269788,13.177068866,12.999595918,13.000168192,-0.000572274,0.002573468,12.995124288,13.005212097,12.420648745,12.429081606,-0.00843286,0.0138928944,12.401852033,12.456311178,12.459799448,12.463162273,-0.003362825,0.0034819476,12.456337781,12.469986765
01APR2007,13.171395855,13.17171471,-0.000318856,0.0030100241,13.165815171,13.177614249,13.001067052,13.00348182,-0.002414767,0.002573468,12.998437915,13.008525724,12.4268202,12.428339618,-0.001519418,0.0138928944,12.401110045,12.455569191,12.463445032,12.46156944,0.0018755914,0.0034819476,12.454744949,12.468393932
01JUL2007,13.174306991,13.173124166,0.0011828257,0.0030100241,13.167224627,13.179023705,13.002994967,13.003690953,-0.000695986,0.002573468,12.998647049,13.008734858,12.424587654,12.424812432,-0.000224778,0.0138928944,12.397582859,12.452042005,12.466571072,12.464436108,0.0021349646,0.0034819476,12.457611616,12.4712606
01OCT2007,13.17585378,13.176300709,-0.000446929,0.0030100241,13.17040117,13.182200248,13.003538078,13.005123105,-0.001585027,0.002573468,13.0000792,13.010167009,12.416740334,12.428291028,-0.011550694,0.0138928944,12.401061455,12.455520601,12.468317786,12.46735192,0.0009658655,0.0034819476,12.460527428,12.474176412
01JAN2008,13.172880114,13.176154491,-0.003274377,0.0030100241,13.170254952,13.18205403,13.002641149,13.004948649,-0.0023075,0.002573468,12.999904745,13.009992554,12.402605242,12.412511921,-0.009906679,0.0138928944,12.385282348,12.439741494,12.470116353,12.468173799,0.0019425538,0.0034819476,12.461349307,12.474998291
01APR2008,13.175030286,13.173527436,0.0015028492,0.0030100241,13.167627898,13.179426975,13.003370045,13.003765028,-0.000394983,0.002573468,12.998721123,13.008808932,12.396774537,12.395733024,0.0010415134,0.0138928944,12.368503451,12.422962596,12.47348697,12.472715442,0.0007715278,0.0034819476,12.46589095,12.479539934
01JUL2008,13.172941362,13.175533555,-0.002592193,0.0030100241,13.169634016,13.181433094,13.000221434,13.003432887,-0.003211453,0.002573468,12.998388982,13.008476791,12.386659455,12.39304741,-0.006387954,0.0138928944,12.365817837,12.420276982,12.479460136,12.475370382,0.0040897536,0.0034819476,12.46854589,12.482194874
01OCT2008,13.163668154,13.172048906,-0.008380753,0.0030100241,13.166149368,13.177948445,12.994963493,13.000845938,-0.005882445,0.002573468,12.995802033,13.005889842,12.350848635,12.374071962,-0.023223326,0.0138928944,12.346842389,12.401301534,12.482287462,12.481316042,0.0009714199,0.0034819476,12.47449155,12.488140534
